PREM
0 1.0 1
187 0 38 162
0.00 13088.50
100000.00 13086.32
200000.00 13079.79
300000.00 13068.90
400000.00 13053.66
500000.00 13034.06
600000.00 13010.11
700000.00 12981.81
800000.00 12949.14
900000.00 12912.13
1000000.00 12870.76
1100000.00 12825.03
1200000.00 12774.95
1217100.00 12765.95
1221500.00 12166.33
1300000.00 12124.99
1400000.00 12069.23
1500000.00 12009.88
1600000.00 11946.81
1700000.00 11879.89
1800000.00 11809.00
1900000.00 11734.01
2000000.00 11654.78
2100000.00 11571.19
2200000.00 11483.11
2221500.00 11463.58
2300000.00 11390.42
2400000.00 11292.98
2500000.00 11190.67
2600000.00 11083.36
2700000.00 10970.92
2800000.00 10853.22
2900000.00 10730.13
3000000.00 10601.53
3100000.00 10467.29
3200000.00 10327.27
3300000.00 10181.36
3400000.00 10029.42
3480000.00 5566.46
3485700.00 5563.60
3535700.00 5538.56
3585700.00 5513.58
3630000.00 5491.48
3635700.00 5488.63
3685700.00 5463.72
3735700.00 5438.83
3785700.00 5413.95
3835700.00 5389.08
3885700.00 5364.20
3935700.00 5339.31
3985700.00 5314.40
4035700.00 5289.45
4085700.00 5264.47
4135700.00 5239.44
4185700.00 5214.34
4235700.00 5189.19
4285700.00 5163.95
4335700.00 5138.63
4385700.00 5113.22
4435700.00 5087.70
4485700.00 5062.08
4535700.00 5036.33
4585700.00 5010.45
4635700.00 4984.43
4685700.00 4958.27
4735700.00 4931.95
4785700.00 4905.47
4835700.00 4878.81
4885700.00 4851.96
4935700.00 4824.93
4985700.00 4797.70
5035700.00 4770.25
5085700.00 4742.59
5135700.00 4714.69
5185700.00 4686.56
5235700.00 4658.19
5285700.00 4629.56
5335700.00 4600.67
5385700.00 4571.50
5435700.00 4542.06
5485700.00 4512.32
5535700.00 4482.28
5585700.00 4451.94
5600000.00 4443.20
5635700.00 4421.28
5685700.00 4390.29
5701000.00 3992.12
5711000.00 3989.79
5721000.00 3987.46
5731000.00 3985.14
5741000.00 3982.81
5751000.00 3980.48
5761000.00 3978.15
5771000.00 3975.82
5781000.00 3963.22
5791000.00 3950.61
5801000.00 3938.01
5811000.00 3925.41
5821000.00 3912.80
5831000.00 3900.20
5841000.00 3887.59
5851000.00 3874.99
5861000.00 3862.39
5871000.00 3849.78
5881000.00 3837.18
5891000.00 3824.58
5901000.00 3811.97
5911000.00 3799.37
5921000.00 3786.77
5931000.00 3774.16
5941000.00 3761.56
5951000.00 3748.95
5961000.00 3736.35
5971000.00 3543.26
5981000.00 3537.29
5991000.00 3531.32
6001000.00 3525.35
6011000.00 3519.38
6021000.00 3513.41
6031000.00 3507.43
6041000.00 3501.46
6051000.00 3495.49
6061000.00 3489.52
6071000.00 3483.55
6081000.00 3477.58
6091000.00 3471.60
6101000.00 3465.63
6111000.00 3459.66
6121000.00 3453.69
6131000.00 3447.72
6141000.00 3441.75
6151000.00 3359.49
6161000.00 3360.58
6171000.00 3361.66
6181000.00 3362.75
6191000.00 3363.84
6201000.00 3364.92
6211000.00 3366.01
6221000.00 3367.10
6231000.00 3368.18
6241000.00 3369.27
6251000.00 3370.36
6261000.00 3371.45
6271000.00 3372.53
6281000.00 3373.62
6291000.00 3374.71
6301000.00 3375.79
6311000.00 3376.88
6321000.00 3377.97
6326000.00 3378.51
6331000.00 3379.05
6336000.00 3379.60
6337000.00 3379.70
6338000.00 3379.81
6339000.00 3379.92
6340000.00 3380.03
6341000.00 3380.14
6342000.00 3380.25
6343000.00 3380.36
6344000.00 3380.47
6345000.00 3380.57
6346000.00 3380.68
6346600.00 2900.00
6348000.00 2900.00
6349000.00 2900.00
6350000.00 2900.00
6351000.00 2900.00
6352000.00 2900.00
6353000.00 2900.00
6354000.00 2900.00
6355000.00 2900.00
6356000.00 2600.00
6357000.00 2600.00
6358000.00 2600.00
6359000.00 2600.00
6360000.00 2600.00
6361000.00 2600.00
6362000.00 2600.00
6363000.00 2600.00
6364000.00 2600.00
6365000.00 2600.00
6366000.00 2600.00
6367000.00 2600.00
6368000.00 1020.00
6369000.00 1020.00
6370000.00 1020.00
6371000.00 1020.00
